userid	username	prompt_type	training_step	current_action	current_observation	complex_observation	test_result
147	A2V2I8HXL9EHQ1	EX	6	["17","EX","pi enplilíz","you will enter"]	you will enter	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
145	A3OXSIR9YH1FT6	MC	11	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	I watched	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
149	A3554U8JNGM904	EX	3	["27","EX","ák melilí","he will watch"]	he will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
140	A3AZJGI9D7C0PD	TPR	17	["198","TPR","ák icedpilí","he will accept"]	you accepted	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
150	A2AJ5QFNC9KF43	EX	3	["18","EX","ák enplilí","he will enter"]	he will enter	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
141	A3GPTSDDHJ2DBV	EX	13	["7","EX","ekki icedpilí","she will accept"]	she will accept	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
144	A1GRPIBHW72HDU	MCR	9	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	I accept	{"1":{"guess":"I accept","time":9}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
142	AS1QMPXIT1EGX	EX	11	["13","EX","pi enpliz","you enter"]	you enter	NULL	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
148	A1VZSFHTU51JP0	TPR	6	["217","TPR","ekki meli","she watches"]	my little	NULL	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	4	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	he entered	{"1":{"guess":"he entered","time":12}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
147	A2V2I8HXL9EHQ1	MCR	7	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	he entered	{"1":{"guess":"he will watch","time":10},"2":{"guess":"I will enter","time":9},"3":{"guess":"he entered","time":8}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
149	A3554U8JNGM904	MCR	4	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	you will enter	{"1":{"guess":"you will enter","time":9}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
141	A3GPTSDDHJ2DBV	MC	14	["40","MC","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	she accepts	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
146	APITQRRX2PADB	MCR	7	["114","MCR","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	he accepted	{"1":{"guess":"he accepted","time":3}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
140	A3AZJGI9D7C0PD	MCR	18	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	she will accept	{"1":{"guess":"you watched","time":12},"2":{"guess":"he will watch","time":9},"3":{"guess":"she will accept","time":7}}	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
144	A1GRPIBHW72HDU	MC	10	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	to accept	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
142	AS1QMPXIT1EGX	EX	12	["23","EX","ekki enplü","she entered"]	she entered	NULL	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	5	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	you watched	{"1":{"guess":"you watched","time":12}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
145	A3OXSIR9YH1FT6	TP	12	["176","TP","yé enplilá","I will enter"]	I 	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
147	A2V2I8HXL9EHQ1	MC	8	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	she will enter	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
141	A3GPTSDDHJ2DBV	EX	15	["25","EX","ekki meli","she watches"]	she watches	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
149	A3554U8JNGM904	MCR	5	["132","MCR","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	he will enter	{"1":{"guess":"he will enter","time":11}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
140	A3AZJGI9D7C0PD	EX	19	["15","EX","ekki enpli","she enters"]	she enters	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	6	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	I will enter	{"1":{"guess":"I will enter","time":14}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
145	A3OXSIR9YH1FT6	MC	13	["69","MC","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	he will enter	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
142	AS1QMPXIT1EGX	MCR	13	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	I accept	{"1":{"guess":"I accept","time":10}}	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
148	A1VZSFHTU51JP0	TP	7	["179","TP","ekki enplilí","she will enter"]	she watches	NULL	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
149	A3554U8JNGM904	MC	6	["57","MC","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	you enter	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
147	A2V2I8HXL9EHQ1	MCR	9	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	she entered	{"1":{"guess":"she will accept","time":11},"2":{"guess":"she watched","time":10},"3":{"guess":"she entered","time":9}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
140	A3AZJGI9D7C0PD	EX	20	["29","EX","yé melá","I watched"]	I watched	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
144	A1GRPIBHW72HDU	MC	11	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	7	["134","MCR","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	she will enter	{"1":{"guess":"she will enter","time":13}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
146	APITQRRX2PADB	TP	8	["167","TP","ekki icedpilí","she will accept"]	she accepts	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
141	A3GPTSDDHJ2DBV	TPR	16	["223","TPR","ekki melü","she watched"]	she will watch	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
142	AS1QMPXIT1EGX	MC	14	["86","MC","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	he will watch	NULL	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he will watch"},"test_correct_num":3,"test_total_num":7}
140	A3AZJGI9D7C0PD	MC	21	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	to enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
150	A2AJ5QFNC9KF43	MCR	8	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	he will watch	{"1":{"guess":"he will watch","time":12}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
149	A3554U8JNGM904	MC	7	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	he will accept	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
144	A1GRPIBHW72HDU	MCR	12	["118","MCR","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	to enter	{"1":{"guess":"to enter","time":10}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
145	A3OXSIR9YH1FT6	MC	14	["53","MC","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	she enters	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You will watch"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He accepts"},"test_correct_num":2,"test_total_num":7}
148	A1VZSFHTU51JP0	MCR	8	["143","MCR","ekki enplü","she entered","she watched","she will accept","you watched","he will watch"]	she entered	{"1":{"guess":"she entered","time":7}}	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
146	APITQRRX2PADB	MC	9	["85","MC","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	I will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
147	A2V2I8HXL9EHQ1	MCR	10	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	to accept	{"1":{"guess":"she entered","time":9},"2":{"guess":"to accept","time":7}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
153	A1CX684F5TEO5W	EX	1	["2","EX","pi icedpiz","you accept"]	you accept	NULL	{"0":{"reference":"you will accept","user_answer":"he accepts"},"1":{"reference":"you watch","user_answer":"he enters"},"2":{"reference":"you will watch","user_answer":"he will watch"},"3":{"reference":"he watched","user_answer":"she will enter"},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"she enters"},"test_correct_num":0,"test_total_num":7}
141	A3GPTSDDHJ2DBV	MC	17	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	I enter	NULL	{"0":{"reference":"you will accept","user_answer":"I will enter"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watchs"},"test_correct_num":1,"test_total_num":7}
150	A2AJ5QFNC9KF43	EX	9	["5","EX","yé icedpilá","I will accept"]	I will accept	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":3,"test_total_num":7}
146	APITQRRX2PADB	MCR	10	["145","MCR","melil","to watch","to accept","he will enter","I enter","she watches"]	to watch	{"1":{"guess":"to watch","time":13}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
144	A1GRPIBHW72HDU	EX	13	["18","EX","ák enplilí","he will enter"]	he will enter	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I ac"},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
140	A3AZJGI9D7C0PD	TPR	22	["222","TPR","pi melizpe","you watched"]	you watched	NULL	{"0":{"reference":"you will accept","user_answer":"he will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"she watches"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you will accept"},"6":{"reference":"he watches","user_answer":"I watched"},"test_correct_num":0,"test_total_num":7}
149	A3554U8JNGM904	MCR	8	["157","MCR","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	he will enter	{"1":{"guess":"I will accept","time":12},"2":{"guess":"he will enter","time":10}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
148	A1VZSFHTU51JP0	EX	9	["17","EX","pi enplilíz","you will enter"]	you will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accept"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"you accept"},"3":{"reference":"he watched","user_answer":"he will watch"},"4":{"reference":"I watch","user_answer":"he watches"},"5":{"reference":"I accepted","user_answer":"he will accept"},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
147	A2V2I8HXL9EHQ1	EX	11	["30","EX","pi melizpe","you watched"]	you watched	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he accepted"},"test_correct_num":2,"test_total_num":7}
153	A1CX684F5TEO5W	EX	2	["3","EX","ák icedpi","he accepts"]	he accepts	NULL	{"0":{"reference":"you will accept","user_answer":"he accepts"},"1":{"reference":"you watch","user_answer":"he enters"},"2":{"reference":"you will watch","user_answer":"he will watch"},"3":{"reference":"he watched","user_answer":"she will enter"},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"she enters"},"test_correct_num":0,"test_total_num":7}
